epoch,train_loss,val_loss,train_accuracy,val_accuracy,f1_macro
1,2.6634510999772605,2.4947330483368466,0.1684981684981685,0.20675620675620676,0.17190275323420298
2,2.1961827691008406,1.8856530805880374,0.3118131868131868,0.43691493691493694,0.4123336333234105
3,1.8914136016271947,1.6128096968516128,0.4083740333740334,0.49206349206349204,0.4761190335255612
4,1.6341950015323918,1.4435122824128863,0.48804436304436305,0.5384615384615384,0.5245562052050237
5,1.421509523217271,1.2889236469719825,0.5510785510785511,0.5948310948310949,0.5742535026770975
6,1.2397073545107027,1.1699082055219825,0.6110602360602361,0.6310541310541311,0.6223320436988921
7,1.0695856609964758,1.0778748306820725,0.664072039072039,0.6711436711436711,0.6642854572683378
8,0.9188268496738217,0.9970016313790284,0.7072140822140822,0.6988196988196989,0.6890011837556548
9,0.7732947553560986,0.9839098131172238,0.7524420024420024,0.7071632071632071,0.6966783351193695
10,0.6646588231005319,0.9358141823356766,0.7890211640211641,0.7293447293447294,0.7256152568121872
11,0.5586517011973916,0.8925083008205122,0.8224460724460725,0.7466422466422467,0.7399947945813209
12,0.4616626834966303,0.8701951208531209,0.8557183557183557,0.7509157509157509,0.7475390434013015
13,0.3972248025904826,0.8842067466005326,0.8782560032560033,0.7588522588522588,0.7517161395630583
14,0.35096270462604073,0.8372638374750349,0.8863960113960114,0.7765567765567766,0.7763506810099033
15,0.3069056629286549,1.0033239661526938,0.9026251526251526,0.7535612535612536,0.756526384404871
16,0.2623774958819878,0.8109354582181143,0.9181929181929182,0.7948717948717948,0.7919537401153931
17,0.23077578089707265,0.9888024418090369,0.9263838013838014,0.7698412698412699,0.7706648706085611
18,0.2280654210476129,0.9071708714529757,0.9278083028083028,0.7751322751322751,0.7740896355677898
19,0.20120435594846078,0.8761967730351425,0.9366605616605617,0.7887667887667887,0.7871361869912574
20,0.18169265440627327,0.8682813822496747,0.9434269434269434,0.7916157916157917,0.7882961178003087
21,0.1790091071217283,0.9851990584003837,0.9453601953601953,0.7673992673992674,0.7597489538785009
